run,tag,algo,env,seed,dwell,n_eval,last_iter,complete_1500,mean_last_iters,std_last_iters,best_eval,runtime_hours,mean_iter_seconds,mean_train_seconds,has_eval_std,switches,detections,precision,recall,median_delay,mean_delay,p90_delay,false_positives,false_pos_per_1k
paper_negative_v2_sac_Walker2d_dw60_s0,paper_negative_v2,sac,Walker2d-v2,0,60,300,1499,True,297.221,6.508,384.992,9.261,22.227,1.723,True,0,0,,,,,,,
paper_negative_v2_sac_Walker2d_dw60_s1,paper_negative_v2,sac,Walker2d-v2,1,60,300,1499,True,275.240,6.126,423.172,7.218,17.324,1.291,True,0,0,,,,,,,
paper_negative_v2_sac_Walker2d_dw60_s2,paper_negative_v2,sac,Walker2d-v2,2,60,300,1499,True,280.445,10.550,345.704,6.742,16.180,0.761,True,0,0,,,,,,,
paper_oracle_v2_bapr_Ant_dw60_s0,paper_oracle_v2,bapr,Ant-v2,0,60,300,1499,True,17230.977,6261.397,21977.306,13.231,31.755,2.917,True,28,27,0.423,0.964,1.0,5.9,19.6,6,4.00
paper_oracle_v2_bapr_Ant_dw60_s1,paper_oracle_v2,bapr,Ant-v2,1,60,300,1499,True,21858.507,411.840,22583.433,9.843,23.623,1.452,True,25,23,0.322,0.920,1.0,4.6,10.6,9,6.00
paper_oracle_v2_bapr_Ant_dw60_s2,paper_oracle_v2,bapr,Ant-v2,2,60,300,1499,True,18484.151,1044.222,21227.527,9.844,23.625,1.465,True,21,20,0.383,0.952,1.0,4.5,14.5,8,5.33
paper_oracle_v2_bapr_HalfCheetah_dw60_s0,paper_oracle_v2,bapr,HalfCheetah-v2,0,60,300,1499,True,13858.308,227.585,14313.611,19.391,46.539,2.073,True,28,28,0.404,1.000,1.5,8.9,26.9,6,4.00
paper_oracle_v2_bapr_HalfCheetah_dw60_s1,paper_oracle_v2,bapr,HalfCheetah-v2,1,60,300,1499,True,12088.863,328.916,12866.588,19.268,46.243,2.049,True,25,24,0.455,0.960,1.0,3.2,7.8,8,5.33
paper_oracle_v2_bapr_HalfCheetah_dw60_s2,paper_oracle_v2,bapr,HalfCheetah-v2,2,60,300,1499,True,8759.406,166.152,9913.688,18.063,43.352,1.880,True,21,19,0.370,0.905,1.0,8.3,29.2,8,5.33
paper_sac_Ant_dw60_s0,paper,sac,Ant-v2,0,60,300,1499,True,19988.845,706.671,21760.626,4.433,10.640,0.270,True,0,0,,,,,,,
paper_sac_Ant_dw60_s1,paper,sac,Ant-v2,1,60,300,1499,True,18193.119,2985.535,20951.484,6.469,15.525,0.556,True,0,0,,,,,,,
paper_sac_Ant_dw60_s2,paper,sac,Ant-v2,2,60,21,100,False,4105.159,427.882,4971.634,0.769,27.416,1.334,True,0,0,,,,,,,
paper_sac_HalfCheetah_dw60_s0,paper,sac,HalfCheetah-v2,0,60,300,1499,True,13626.696,604.125,15120.353,7.518,18.042,0.152,True,0,0,,,,,,,
paper_sac_HalfCheetah_dw60_s1,paper,sac,HalfCheetah-v2,1,60,300,1499,True,14803.981,389.834,15695.880,14.666,35.199,0.684,True,0,0,,,,,,,
paper_sac_HalfCheetah_dw60_s2,paper,sac,HalfCheetah-v2,2,60,300,1499,True,22733.053,555.510,24591.801,,,,False,0,0,,,,,,,
paper_sac_Hopper_dw60_s0,paper,sac,Hopper-v2,0,60,300,1499,True,581.456,11.239,604.038,2.189,5.253,0.139,True,0,0,,,,,,,
paper_sac_Hopper_dw60_s1,paper,sac,Hopper-v2,1,60,300,1499,True,396.720,58.972,543.075,5.116,12.277,0.802,True,0,0,,,,,,,
paper_sac_Hopper_dw60_s2,paper,sac,Hopper-v2,2,60,300,1499,True,376.478,9.142,486.570,8.497,20.392,1.633,True,0,0,,,,,,,
paper_sac_Walker2d_dw60_s0,paper,sac,Walker2d-v2,0,60,300,1499,True,295.562,9.618,471.853,9.123,21.896,1.785,True,0,0,,,,,,,
paper_sac_Walker2d_dw60_s1,paper,sac,Walker2d-v2,1,60,300,1499,True,298.309,2.239,349.958,9.124,21.898,1.790,True,0,0,,,,,,,
paper_sac_Walker2d_dw60_s2,paper,sac,Walker2d-v2,2,60,300,1499,True,321.287,6.371,413.200,,,,False,0,0,,,,,,,
paper_sens_v2_ep1_bapr_Ant_dw60_s0,paper_sens_v2_ep1,bapr,Ant-v2,0,60,300,1499,True,22908.042,4557.423,24843.633,8.879,21.308,1.752,True,28,25,0.447,0.893,14.0,18.1,39.6,4,2.67
paper_sens_v2_ep1_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep1,bapr,HalfCheetah-v2,0,60,300,1499,True,14918.843,498.412,15733.521,30.344,72.826,3.581,True,28,25,0.486,0.893,12.0,13.8,25.8,5,3.33
paper_sens_v2_ep2_bapr_Ant_dw60_s0,paper_sens_v2_ep2,bapr,Ant-v2,0,60,300,1499,True,21458.300,3792.090,24506.863,8.950,21.479,1.197,True,28,27,0.432,0.964,14.0,13.3,24.4,4,2.67
paper_sens_v2_ep2_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep2,bapr,HalfCheetah-v2,0,60,300,1499,True,9028.297,2358.828,10473.051,19.970,47.929,1.455,True,28,19,0.519,0.679,18.0,20.8,44.8,2,1.33
paper_sens_v2_ep4_bapr_Ant_dw60_s0,paper_sens_v2_ep4,bapr,Ant-v2,0,60,300,1499,True,16387.991,7222.627,22547.808,12.653,30.368,2.784,True,28,20,0.371,0.714,19.0,19.4,35.4,5,3.33
paper_sens_v2_ep4_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep4,bapr,HalfCheetah-v2,0,60,300,1499,True,6945.690,3363.801,10482.722,17.554,42.131,1.496,True,28,18,0.588,0.643,30.5,29.1,43.6,1,0.67
paper_sens_v2_ep8_bapr_Ant_dw60_s0,paper_sens_v2_ep8,bapr,Ant-v2,0,60,300,1499,True,24586.078,655.340,27161.438,11.922,28.613,1.606,True,28,24,0.354,0.857,12.5,14.0,23.7,7,4.67
paper_sens_v2_ep8_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep8,bapr,HalfCheetah-v2,0,60,300,1499,True,10925.803,616.366,12133.197,18.813,45.150,1.359,True,28,24,0.469,0.857,19.5,23.2,47.4,5,3.33
paper_sens_v2_h10_bapr_Ant_dw60_s0,paper_sens_v2_h10,bapr,Ant-v2,0,60,300,1499,True,18330.744,3391.699,21141.150,10.110,24.264,2.209,True,28,25,0.358,0.893,12.0,13.3,27.6,10,6.67
paper_sens_v2_h10_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h10,bapr,HalfCheetah-v2,0,60,300,1499,True,8663.509,377.799,9426.544,16.540,39.695,1.733,True,28,25,0.372,0.893,17.0,16.7,30.6,6,4.00
paper_sens_v2_h20_bapr_Ant_dw60_s0,paper_sens_v2_h20,bapr,Ant-v2,0,60,300,1499,True,19147.407,5693.144,23796.025,10.689,25.654,1.431,True,28,23,0.421,0.821,12.0,16.8,40.4,6,4.00
paper_sens_v2_h20_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h20,bapr,HalfCheetah-v2,0,60,300,1499,True,12145.473,911.113,13374.218,17.609,42.261,1.490,True,28,24,0.444,0.857,16.5,15.2,27.7,7,4.67
paper_sens_v2_h40_bapr_Ant_dw60_s0,paper_sens_v2_h40,bapr,Ant-v2,0,60,300,1499,True,15105.808,6838.165,21882.521,9.042,21.701,1.210,True,28,24,0.452,0.857,13.5,15.2,29.0,5,3.33
paper_sens_v2_h40_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h40,bapr,HalfCheetah-v2,0,60,300,1499,True,10329.057,2096.273,12479.206,24.603,59.046,2.747,True,28,22,0.432,0.786,14.0,13.7,21.9,4,2.67
paper_sens_v2_haz002_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz002,bapr,HalfCheetah-v2,0,60,300,1499,True,11838.101,928.139,13458.504,17.551,42.123,1.853,True,28,19,0.652,0.679,21.0,19.9,36.6,3,2.00
paper_sens_v2_haz005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz005,bapr,HalfCheetah-v2,0,60,300,1499,True,11851.957,227.587,12377.060,20.682,49.636,2.138,True,28,23,0.516,0.821,23.0,20.0,33.8,3,2.00
paper_sens_v2_haz010_bapr_Ant_dw60_s0,paper_sens_v2_haz010,bapr,Ant-v2,0,60,181,900,False,20831.761,1893.115,22892.482,7.447,29.753,1.635,True,12,12,0.379,1.000,12.0,17.4,33.9,5,5.55
paper_sens_v2_haz010_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz010,bapr,HalfCheetah-v2,0,60,300,1499,True,9223.239,334.998,9931.123,20.758,49.819,2.122,True,28,26,0.327,0.929,12.5,13.3,24.0,11,7.33
paper_sens_v2_rhaz0005_bapr_Ant_dw60_s0,paper_sens_v2_rhaz0005,bapr,Ant-v2,0,60,300,1499,True,19211.386,6221.164,23265.607,12.113,29.070,2.607,True,28,16,0.424,0.571,16.5,19.1,36.0,5,3.33
paper_sens_v2_rhaz0005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz0005,bapr,HalfCheetah-v2,0,60,300,1499,True,7253.625,3297.348,12221.195,20.060,48.144,1.474,True,28,12,0.533,0.429,11.0,18.6,39.2,2,1.33
paper_sens_v2_rhaz001_bapr_Ant_dw60_s0,paper_sens_v2_rhaz001,bapr,Ant-v2,0,60,300,1499,True,21473.661,3424.191,23499.724,9.354,22.449,1.880,True,28,28,0.467,1.000,12.0,17.0,35.3,7,4.67
paper_sens_v2_rhaz001_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz001,bapr,HalfCheetah-v2,0,60,300,1499,True,10959.239,341.510,11611.904,19.415,46.595,1.405,True,28,23,0.567,0.821,25.0,23.6,39.0,3,2.00
paper_sens_v2_rhaz003_bapr_Ant_dw60_s0,paper_sens_v2_rhaz003,bapr,Ant-v2,0,60,300,1499,True,17191.913,5002.552,20532.903,11.595,27.828,2.039,True,28,23,0.442,0.821,13.0,15.9,32.0,5,3.33
paper_sens_v2_rhaz003_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz003,bapr,HalfCheetah-v2,0,60,300,1499,True,10864.536,278.394,11955.062,17.114,41.075,1.774,True,28,25,0.500,0.893,18.0,18.1,37.6,6,4.00
paper_sens_v2_sw_balanced_bapr_Ant_dw60_s0,paper_sens_v2_sw_balanced,bapr,Ant-v2,0,60,300,1499,True,23319.677,4158.457,27835.812,10.541,25.298,1.406,True,28,24,0.465,0.857,14.0,15.7,31.7,4,2.67
paper_sens_v2_sw_balanced_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_balanced,bapr,HalfCheetah-v2,0,60,300,1499,True,8046.027,1580.814,8943.075,26.050,62.519,3.032,True,28,23,0.406,0.821,16.0,20.0,45.6,7,4.67
paper_sens_v2_sw_qheavy_bapr_Ant_dw60_s0,paper_sens_v2_sw_qheavy,bapr,Ant-v2,0,60,300,1499,True,19467.434,4943.969,22270.451,10.684,25.641,1.423,True,28,22,0.277,0.786,25.5,27.1,43.8,13,8.67
paper_sens_v2_sw_qheavy_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_qheavy,bapr,HalfCheetah-v2,0,60,300,1499,True,11810.809,1889.865,14568.358,30.450,73.081,3.667,True,28,13,0.229,0.464,12.0,18.8,43.0,15,10.00
paper_sens_v2_sw_reward_bapr_Ant_dw60_s0,paper_sens_v2_sw_reward,bapr,Ant-v2,0,60,300,1499,True,20308.998,5116.540,22729.190,8.597,20.632,1.703,True,28,24,0.381,0.857,15.5,19.2,40.0,5,3.33
paper_sens_v2_sw_reward_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_reward,bapr,HalfCheetah-v2,0,60,300,1499,True,9967.478,443.827,11158.271,17.980,43.152,1.337,True,28,22,0.556,0.786,15.0,15.6,25.8,4,2.67
