run,tag,algo,env,seed,dwell,n_eval,last_iter,complete_1500,mean_last_iters,std_last_iters,best_eval,runtime_hours,mean_iter_seconds,mean_train_seconds,has_eval_std
paper_sens_v2_h40_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h40,bapr,HalfCheetah-v2,0,60,300,1499,True,10329.057,2096.273,12479.206,24.603,59.046,2.747,True
paper_sens_v2_haz002_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz002,bapr,HalfCheetah-v2,0,60,300,1499,True,11838.101,928.139,13458.504,17.551,42.123,1.853,True
paper_sens_v2_haz005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz005,bapr,HalfCheetah-v2,0,60,300,1499,True,11851.957,227.587,12377.060,20.682,49.636,2.138,True
paper_sens_v2_haz010_bapr_Ant_dw60_s0,paper_sens_v2_haz010,bapr,Ant-v2,0,60,181,900,False,20831.761,1893.115,22892.482,7.447,29.753,1.635,True
paper_sens_v2_haz010_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz010,bapr,HalfCheetah-v2,0,60,300,1499,True,9223.239,334.998,9931.123,20.758,49.819,2.122,True
paper_sens_v2_rhaz0005_bapr_Ant_dw60_s0,paper_sens_v2_rhaz0005,bapr,Ant-v2,0,60,300,1499,True,19211.386,6221.164,23265.607,12.113,29.070,2.607,True
paper_sens_v2_rhaz0005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz0005,bapr,HalfCheetah-v2,0,60,300,1499,True,7253.625,3297.348,12221.195,20.060,48.144,1.474,True
paper_sens_v2_rhaz001_bapr_Ant_dw60_s0,paper_sens_v2_rhaz001,bapr,Ant-v2,0,60,300,1499,True,21473.661,3424.191,23499.724,9.354,22.449,1.880,True
paper_sens_v2_rhaz001_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz001,bapr,HalfCheetah-v2,0,60,300,1499,True,10959.239,341.510,11611.904,19.415,46.595,1.405,True
paper_sens_v2_rhaz003_bapr_Ant_dw60_s0,paper_sens_v2_rhaz003,bapr,Ant-v2,0,60,300,1499,True,17191.913,5002.552,20532.903,11.595,27.828,2.039,True
paper_sens_v2_rhaz003_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz003,bapr,HalfCheetah-v2,0,60,300,1499,True,10864.536,278.394,11955.062,17.114,41.075,1.774,True
paper_sens_v2_sw_balanced_bapr_Ant_dw60_s0,paper_sens_v2_sw_balanced,bapr,Ant-v2,0,60,300,1499,True,23319.677,4158.457,27835.812,10.541,25.298,1.406,True
paper_sens_v2_sw_balanced_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_balanced,bapr,HalfCheetah-v2,0,60,300,1499,True,8046.027,1580.814,8943.075,26.050,62.519,3.032,True
paper_sens_v2_sw_qheavy_bapr_Ant_dw60_s0,paper_sens_v2_sw_qheavy,bapr,Ant-v2,0,60,300,1499,True,19467.434,4943.969,22270.451,10.684,25.641,1.423,True
paper_sens_v2_sw_qheavy_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_qheavy,bapr,HalfCheetah-v2,0,60,300,1499,True,11810.809,1889.865,14568.358,30.450,73.081,3.667,True
paper_sens_v2_sw_reward_bapr_Ant_dw60_s0,paper_sens_v2_sw_reward,bapr,Ant-v2,0,60,300,1499,True,20308.998,5116.540,22729.190,8.597,20.632,1.703,True
paper_sens_v2_sw_reward_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_reward,bapr,HalfCheetah-v2,0,60,300,1499,True,9967.478,443.827,11158.271,17.980,43.152,1.337,True
