run,tag,algo,env,seed,dwell,n_eval,last_iter,complete_1500,mean_last_iters,std_last_iters,best_eval,runtime_hours,mean_iter_seconds,mean_train_seconds,has_eval_std,mode_means,worst_mode,worst_mode_mean,mean_worst_gap,worst_quartile_mean,recovery_n,recovery_median_iters,recovery_mean_iters
paper_legacy_v2_bapr_Ant_dw60_s1,paper_legacy_v2,bapr,Ant-v2,1,60,300,1499,True,16431.595,5995.654,21641.357,11.255,27.011,2.564,True,0:16286.7;1:17334.4;2:17098.7;3:14861.9,3,14861.935,1533.507,6676.634,26,2.5,4.7
paper_legacy_v2_bapr_Ant_dw60_s2,paper_legacy_v2,bapr,Ant-v2,2,60,300,1499,True,17077.104,4037.165,19665.881,11.768,28.242,2.649,True,0:17703.0;1:17396.5;2:18003.8;3:15829.2,3,15829.167,1403.944,14076.598,22,2.0,2.2
paper_legacy_v2_bapr_HalfCheetah_dw60_s0,paper_legacy_v2,bapr,HalfCheetah-v2,0,60,300,1499,True,12571.336,611.614,13506.550,14.116,33.880,1.591,True,0:11870.9;1:13079.9;3:12759.7,0,11870.901,699.274,11746.099,27,2.0,2.1
paper_legacy_v2_bapr_HalfCheetah_dw60_s1,paper_legacy_v2,bapr,HalfCheetah-v2,1,60,300,1499,True,8777.734,526.696,9835.928,14.125,33.900,1.584,True,0:9274.6;1:8424.0;2:8790.9;3:8931.8,1,8423.996,431.335,8036.181,20,2.0,2.1
paper_legacy_v2_bapr_HalfCheetah_dw60_s2,paper_legacy_v2,bapr,HalfCheetah-v2,2,60,300,1499,True,6705.663,2638.705,9006.808,14.918,35.804,1.560,True,0:6504.9;1:6912.1;2:5742.9;3:7360.2,2,5742.914,887.110,2804.044,21,2.0,5.0
paper_negative_v2_bapr_Hopper_dw60_s0,paper_negative_v2,bapr,Hopper-v2,0,60,300,1499,True,463.656,10.831,481.339,7.341,17.619,1.567,True,0:463.1;1:465.2;3:463.4,0,463.117,0.789,450.146,28,2.0,2.2
paper_negative_v2_bapr_Hopper_dw60_s1,paper_negative_v2,bapr,Hopper-v2,1,60,300,1499,True,402.121,19.036,429.487,7.949,19.079,1.677,True,0:415.4;1:399.4;2:392.3;3:413.3,2,392.320,12.785,377.381,26,2.0,2.0
paper_negative_v2_bapr_Hopper_dw60_s2,paper_negative_v2,bapr,Hopper-v2,2,60,300,1499,True,459.885,17.171,494.715,6.427,15.424,1.395,True,2:459.9,2,459.885,0.000,437.553,20,2.0,2.2
paper_negative_v2_bapr_Walker2d_dw60_s0,paper_negative_v2,bapr,Walker2d-v2,0,60,300,1499,True,325.153,5.425,414.391,7.306,17.535,1.576,True,0:331.1;1:326.3;3:321.8,3,321.828,4.572,318.895,28,2.0,2.1
paper_negative_v2_bapr_Walker2d_dw60_s1,paper_negative_v2,bapr,Walker2d-v2,1,60,300,1499,True,326.962,6.100,410.270,7.304,17.529,1.705,True,0:331.0;1:325.1;2:326.1;3:328.5,1,325.106,2.595,319.187,26,2.0,2.0
paper_negative_v2_bapr_Walker2d_dw60_s2,paper_negative_v2,bapr,Walker2d-v2,2,60,300,1499,True,312.052,3.156,370.333,6.738,16.170,1.561,True,0:315.2;1:311.7;2:312.9;3:311.0,3,310.961,1.733,307.948,22,2.0,2.2
paper_negative_v2_escp_Hopper_dw60_s0,paper_negative_v2,escp,Hopper-v2,0,60,300,1499,True,557.795,82.334,698.247,5.899,14.157,1.745,True,0:560.5;3:548.6,3,548.584,5.943,475.942,29,3.0,2.3
paper_negative_v2_escp_Hopper_dw60_s1,paper_negative_v2,escp,Hopper-v2,1,60,300,1499,True,734.517,132.800,890.439,7.129,17.109,2.222,True,0:801.5;1:757.2;2:750.5;3:678.9,3,678.910,68.122,597.427,26,2.0,2.0
paper_negative_v2_escp_Hopper_dw60_s2,paper_negative_v2,escp,Hopper-v2,2,60,300,1499,True,707.093,134.708,858.519,7.117,17.081,2.197,True,0:725.2;1:677.9;2:658.5;3:773.2,2,658.515,50.183,563.224,22,2.0,2.2
paper_negative_v2_escp_Walker2d_dw60_s0,paper_negative_v2,escp,Walker2d-v2,0,60,300,1499,True,393.579,36.754,660.471,7.301,17.522,1.529,True,0:407.9;1:358.4;3:397.6,1,358.440,29.535,346.125,28,2.5,5.3
paper_negative_v2_escp_Walker2d_dw60_s1,paper_negative_v2,escp,Walker2d-v2,1,60,300,1499,True,646.150,80.890,5029.006,7.281,17.474,1.657,True,0:633.5;1:633.2;2:670.6;3:629.5,3,629.451,12.256,560.868,26,2.0,2.0
paper_negative_v2_escp_Walker2d_dw60_s2,paper_negative_v2,escp,Walker2d-v2,2,60,300,1499,True,339.633,13.595,421.251,6.170,14.809,1.382,True,0:353.1;1:340.0;2:341.7;3:334.4,3,334.389,7.909,321.044,22,2.0,2.2
paper_negative_v2_resac_Hopper_dw60_s0,paper_negative_v2,resac,Hopper-v2,0,60,300,1499,True,702.366,47.271,796.846,6.880,16.511,0.717,True,0:711.7;1:711.7;3:694.7,3,694.735,11.304,638.769,28,2.0,2.2
paper_negative_v2_resac_Hopper_dw60_s1,paper_negative_v2,resac,Hopper-v2,1,60,300,1499,True,787.783,133.571,1153.911,7.388,17.732,0.745,True,0:661.4;1:809.8;2:857.6;3:713.7,0,661.431,99.214,630.483,26,2.0,5.3
paper_negative_v2_resac_Hopper_dw60_s2,paper_negative_v2,resac,Hopper-v2,2,60,300,1499,True,766.158,95.204,1007.911,6.850,16.441,0.731,True,0:767.4;1:810.7;2:663.3;3:808.4,2,663.307,99.139,633.176,22,2.0,3.1
paper_negative_v2_resac_Walker2d_dw60_s0,paper_negative_v2,resac,Walker2d-v2,0,60,300,1499,True,381.868,70.296,515.945,6.776,16.262,0.792,True,0:426.3;1:321.7;3:378.8,1,321.667,53.926,286.308,28,2.0,2.2
paper_negative_v2_resac_Walker2d_dw60_s1,paper_negative_v2,resac,Walker2d-v2,1,60,300,1499,True,862.963,390.289,5975.900,6.699,16.078,0.767,True,0:805.8;1:1044.9;2:794.7;3:811.0,2,794.653,69.444,698.272,26,2.0,9.5
paper_negative_v2_resac_Walker2d_dw60_s2,paper_negative_v2,resac,Walker2d-v2,2,60,300,1499,True,512.837,29.301,5473.870,6.734,16.161,0.779,True,0:488.0;1:516.5;2:518.6;3:510.0,0,487.996,20.284,478.601,22,3.0,16.8
paper_negative_v2_sac_Hopper_dw60_s0,paper_negative_v2,sac,Hopper-v2,0,60,300,1499,True,423.490,13.711,488.597,6.441,15.457,1.158,True,0:405.9;1:440.3;3:427.0,0,405.860,18.503,404.741,28,2.0,2.2
paper_negative_v2_sac_Hopper_dw60_s1,paper_negative_v2,sac,Hopper-v2,1,60,300,1499,True,437.979,19.281,470.701,6.473,15.535,1.161,True,0:449.7;1:431.5;2:436.8;3:441.9,1,431.549,8.431,418.254,26,2.0,2.0
paper_negative_v2_sac_Hopper_dw60_s2,paper_negative_v2,sac,Hopper-v2,2,60,300,1499,True,434.677,39.162,481.880,5.819,13.967,1.011,True,0:447.5;1:423.5;2:444.5;3:434.5,1,423.523,13.999,405.954,22,2.0,2.2
paper_negative_v2_sac_Walker2d_dw60_s0,paper_negative_v2,sac,Walker2d-v2,0,60,300,1499,True,297.221,6.508,384.992,9.261,22.227,1.723,True,0:305.5;1:289.0;3:295.7,1,289.032,7.707,289.003,28,2.0,2.2
paper_negative_v2_sac_Walker2d_dw60_s1,paper_negative_v2,sac,Walker2d-v2,1,60,300,1499,True,275.240,6.126,423.172,7.218,17.324,1.291,True,0:276.4;1:274.0;2:279.8;3:270.2,3,270.241,4.876,267.599,26,2.0,2.0
paper_negative_v2_sac_Walker2d_dw60_s2,paper_negative_v2,sac,Walker2d-v2,2,60,300,1499,True,280.445,10.550,345.704,6.742,16.180,0.761,True,0:277.2;1:281.3;2:284.5;3:276.9,3,276.866,3.113,268.040,22,2.0,2.2
paper_oracle_v2_bapr_Ant_dw60_s0,paper_oracle_v2,bapr,Ant-v2,0,60,300,1499,True,17230.977,6261.397,21977.306,13.231,31.755,2.917,True,0:16780.7;1:19485.7;3:16738.7,3,16738.684,929.690,8294.914,28,3.0,15.5
paper_oracle_v2_bapr_Ant_dw60_s1,paper_oracle_v2,bapr,Ant-v2,1,60,300,1499,True,21858.507,411.840,22583.433,9.843,23.623,1.452,True,0:21440.5;1:21911.8;2:21979.7;3:21767.1,0,21440.494,334.279,21308.370,26,2.0,2.0
paper_oracle_v2_bapr_Ant_dw60_s2,paper_oracle_v2,bapr,Ant-v2,2,60,300,1499,True,18484.151,1044.222,21227.527,9.844,23.625,1.465,True,0:18553.7;1:17901.6;2:19239.4;3:18411.7,1,17901.567,625.013,17224.141,22,2.0,6.3
paper_oracle_v2_bapr_HalfCheetah_dw60_s0,paper_oracle_v2,bapr,HalfCheetah-v2,0,60,300,1499,True,13858.308,227.585,14313.611,19.391,46.539,2.073,True,0:13945.1;1:13770.3;3:13842.9,1,13770.331,82.448,13542.788,27,2.0,2.2
paper_oracle_v2_bapr_HalfCheetah_dw60_s1,paper_oracle_v2,bapr,HalfCheetah-v2,1,60,300,1499,True,12088.863,328.916,12866.588,19.268,46.243,2.049,True,0:12482.8;1:11929.9;2:12079.7;3:12146.8,1,11929.934,229.863,11688.804,20,2.0,2.1
paper_oracle_v2_bapr_HalfCheetah_dw60_s2,paper_oracle_v2,bapr,HalfCheetah-v2,2,60,300,1499,True,8759.406,166.152,9913.688,18.063,43.352,1.880,True,0:8804.0;1:8765.6;2:8813.3;3:8697.3,3,8697.301,72.758,8535.905,21,2.0,2.2
paper_sac_Ant_dw60_s0,paper,sac,Ant-v2,0,60,300,1499,True,19988.845,706.671,21760.626,4.433,10.640,0.270,True,0:20250.4;1:19846.9;3:19903.3,1,19846.860,153.305,19118.356,28,2.0,2.2
paper_sac_Ant_dw60_s1,paper,sac,Ant-v2,1,60,300,1499,True,18193.119,2985.535,20951.484,6.469,15.525,0.556,True,0:19130.1;1:18819.3;2:17429.2;3:18391.9,2,17429.247,1013.388,16042.298,26,2.0,2.0
paper_sac_Ant_dw60_s2,paper,sac,Ant-v2,2,60,21,100,False,4105.159,427.882,4971.634,0.769,27.416,1.334,True,0:3921.0;2:4243.3,0,3920.963,161.172,3544.246,1,2.0,2.0
paper_sac_HalfCheetah_dw60_s0,paper,sac,HalfCheetah-v2,0,60,300,1499,True,13626.696,604.125,15120.353,7.518,18.042,0.152,True,0:13250.2;1:14297.2;3:13601.6,0,13250.236,466.094,12828.023,27,2.0,2.2
paper_sac_HalfCheetah_dw60_s1,paper,sac,HalfCheetah-v2,1,60,300,1499,True,14803.981,389.834,15695.880,14.666,35.199,0.684,True,0:14951.7;1:14871.8;2:14862.8;3:14637.0,3,14637.005,193.819,14319.177,26,2.0,2.0
paper_sac_HalfCheetah_dw60_s2,paper,sac,HalfCheetah-v2,2,60,300,1499,True,22733.053,555.510,24591.801,,,,False,,,,,22045.580,0,,
paper_sac_Hopper_dw60_s0,paper,sac,Hopper-v2,0,60,300,1499,True,581.456,11.239,604.038,2.189,5.253,0.139,True,0:571.9;1:590.5;3:583.3,0,571.927,9.999,568.522,28,2.0,2.2
paper_sac_Hopper_dw60_s1,paper,sac,Hopper-v2,1,60,300,1499,True,396.720,58.972,543.075,5.116,12.277,0.802,True,0:411.0;1:361.2;2:401.8;3:416.3,1,361.203,36.395,352.504,26,2.0,2.2
paper_sac_Hopper_dw60_s2,paper,sac,Hopper-v2,2,60,300,1499,True,376.478,9.142,486.570,8.497,20.392,1.633,True,0:373.2;1:373.5;2:381.0;3:376.5,0,373.154,2.858,363.941,22,1.0,1.7
paper_sac_Walker2d_dw60_s0,paper,sac,Walker2d-v2,0,60,300,1499,True,295.562,9.618,471.853,9.123,21.896,1.785,True,0:295.0;1:288.4;3:298.1,1,288.372,5.462,282.600,28,2.0,2.2
paper_sac_Walker2d_dw60_s1,paper,sac,Walker2d-v2,1,60,300,1499,True,298.309,2.239,349.958,9.124,21.898,1.790,True,0:300.0;1:297.6;2:298.1;3:298.8,1,297.575,1.033,295.404,26,2.0,2.0
paper_sac_Walker2d_dw60_s2,paper,sac,Walker2d-v2,2,60,300,1499,True,321.287,6.371,413.200,,,,False,,,,,312.290,0,,
paper_sens_v2_ep1_bapr_Ant_dw60_s0,paper_sens_v2_ep1,bapr,Ant-v2,0,60,300,1499,True,22908.042,4557.423,24843.633,8.879,21.308,1.752,True,0:21530.9;1:24111.8;3:23213.6,0,21530.911,1421.186,19248.896,28,2.5,2.7
paper_sens_v2_ep1_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep1,bapr,HalfCheetah-v2,0,60,300,1499,True,14918.843,498.412,15733.521,30.344,72.826,3.581,True,0:14296.5;1:15495.1;3:15046.7,0,14296.459,649.624,14238.229,27,2.0,2.1
paper_sens_v2_ep2_bapr_Ant_dw60_s0,paper_sens_v2_ep2,bapr,Ant-v2,0,60,300,1499,True,21458.300,3792.090,24506.863,8.950,21.479,1.197,True,0:20148.5;1:22537.8;3:21769.7,0,20148.492,1336.837,17802.606,28,2.5,4.9
paper_sens_v2_ep2_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep2,bapr,HalfCheetah-v2,0,60,300,1499,True,9028.297,2358.828,10473.051,19.970,47.929,1.455,True,0:9798.6;1:7872.3;3:9010.9,1,7872.300,1021.662,6738.314,27,2.0,3.5
paper_sens_v2_ep4_bapr_Ant_dw60_s0,paper_sens_v2_ep4,bapr,Ant-v2,0,60,300,1499,True,16387.991,7222.627,22547.808,12.653,30.368,2.784,True,0:20544.0;1:10727.9;3:16110.9,1,10727.899,5066.382,4560.019,28,3.0,7.5
paper_sens_v2_ep4_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep4,bapr,HalfCheetah-v2,0,60,300,1499,True,6945.690,3363.801,10482.722,17.554,42.131,1.496,True,0:6566.6;1:6902.4;3:7149.0,0,6566.644,306.043,1532.002,27,3.0,9.8
paper_sens_v2_ep8_bapr_Ant_dw60_s0,paper_sens_v2_ep8,bapr,Ant-v2,0,60,300,1499,True,24586.078,655.340,27161.438,11.922,28.613,1.606,True,0:24300.6;1:24395.1;3:24789.6,0,24300.591,194.501,23752.353,28,2.0,2.2
paper_sens_v2_ep8_bapr_HalfCheetah_dw60_s0,paper_sens_v2_ep8,bapr,HalfCheetah-v2,0,60,300,1499,True,10925.803,616.366,12133.197,18.813,45.150,1.359,True,0:11151.5;1:10366.5;3:10990.9,1,10366.470,469.831,10179.551,27,2.0,2.2
paper_sens_v2_h10_bapr_Ant_dw60_s0,paper_sens_v2_h10,bapr,Ant-v2,0,60,300,1499,True,18330.744,3391.699,21141.150,10.110,24.264,2.209,True,0:18648.3;1:20260.4;3:17558.0,3,17557.999,1264.222,14403.736,28,3.0,3.9
paper_sens_v2_h10_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h10,bapr,HalfCheetah-v2,0,60,300,1499,True,8663.509,377.799,9426.544,16.540,39.695,1.733,True,0:8255.2;1:8916.3;3:8787.2,0,8255.212,397.692,8146.708,27,2.0,2.2
paper_sens_v2_h20_bapr_Ant_dw60_s0,paper_sens_v2_h20,bapr,Ant-v2,0,60,300,1499,True,19147.407,5693.144,23796.025,10.689,25.654,1.431,True,0:18287.5;1:21747.2;3:18750.1,0,18287.500,1307.455,11289.001,28,2.5,3.0
paper_sens_v2_h20_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h20,bapr,HalfCheetah-v2,0,60,300,1499,True,12145.473,911.113,13374.218,17.609,42.261,1.490,True,0:11937.0;1:12394.8;3:12170.4,0,11937.015,230.388,11219.760,27,2.0,2.2
paper_sens_v2_h40_bapr_Ant_dw60_s0,paper_sens_v2_h40,bapr,Ant-v2,0,60,300,1499,True,15105.808,6838.165,21882.521,9.042,21.701,1.210,True,0:12359.1;1:17214.9;3:15808.1,0,12359.060,2768.301,3965.839,28,2.5,2.4
paper_sens_v2_h40_bapr_HalfCheetah_dw60_s0,paper_sens_v2_h40,bapr,HalfCheetah-v2,0,60,300,1499,True,10329.057,2096.273,12479.206,24.603,59.046,2.747,True,0:11052.3;1:9805.8;3:10133.9,1,9805.798,524.875,7896.481,27,2.0,2.9
paper_sens_v2_haz002_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz002,bapr,HalfCheetah-v2,0,60,300,1499,True,11838.101,928.139,13458.504,17.551,42.123,1.853,True,0:11526.5;1:12559.4;3:11764.4,0,11526.535,423.563,10612.997,28,2.0,5.5
paper_sens_v2_haz005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz005,bapr,HalfCheetah-v2,0,60,300,1499,True,11851.957,227.587,12377.060,20.682,49.636,2.138,True,0:11773.6;1:11993.0;3:11846.2,0,11773.628,97.332,11554.156,27,2.0,2.2
paper_sens_v2_haz010_bapr_Ant_dw60_s0,paper_sens_v2_haz010,bapr,Ant-v2,0,60,181,900,False,20831.761,1893.115,22892.482,7.447,29.753,1.635,True,0:20086.3;2:21376.5;3:20420.9,0,20086.287,541.597,19053.651,12,3.0,8.1
paper_sens_v2_haz010_bapr_HalfCheetah_dw60_s0,paper_sens_v2_haz010,bapr,HalfCheetah-v2,0,60,300,1499,True,9223.239,334.998,9931.123,20.758,49.819,2.122,True,0:9141.5;1:9165.9;3:9282.3,0,9141.529,55.057,8788.085,27,2.0,2.2
paper_sens_v2_rhaz0005_bapr_Ant_dw60_s0,paper_sens_v2_rhaz0005,bapr,Ant-v2,0,60,300,1499,True,19211.386,6221.164,23265.607,12.113,29.070,2.607,True,0:19463.4;1:21506.8;3:18355.0,3,18355.022,1420.048,10170.282,28,3.0,6.9
paper_sens_v2_rhaz0005_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz0005,bapr,HalfCheetah-v2,0,60,300,1499,True,7253.625,3297.348,12221.195,20.060,48.144,1.474,True,0:6255.3;1:6473.2;3:8001.1,0,6255.297,654.579,2058.349,27,3.0,12.4
paper_sens_v2_rhaz001_bapr_Ant_dw60_s0,paper_sens_v2_rhaz001,bapr,Ant-v2,0,60,300,1499,True,21473.661,3424.191,23499.724,9.354,22.449,1.880,True,0:19726.8;1:22502.0;3:22019.9,0,19726.849,1689.399,18819.660,28,2.5,3.0
paper_sens_v2_rhaz001_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz001,bapr,HalfCheetah-v2,0,60,300,1499,True,10959.239,341.510,11611.904,19.415,46.595,1.405,True,0:11104.9;1:11090.5;3:10844.7,3,10844.667,168.667,10507.757,27,2.0,2.2
paper_sens_v2_rhaz003_bapr_Ant_dw60_s0,paper_sens_v2_rhaz003,bapr,Ant-v2,0,60,300,1499,True,17191.913,5002.552,20532.903,11.595,27.828,2.039,True,0:15004.1;1:19154.9;3:17661.2,0,15004.079,2269.327,10449.625,28,3.0,4.6
paper_sens_v2_rhaz003_bapr_HalfCheetah_dw60_s0,paper_sens_v2_rhaz003,bapr,HalfCheetah-v2,0,60,300,1499,True,10864.536,278.394,11955.062,17.114,41.075,1.774,True,0:10766.1;1:10688.6;3:10969.7,1,10688.558,119.580,10495.177,27,2.0,2.2
paper_sens_v2_sw_balanced_bapr_Ant_dw60_s0,paper_sens_v2_sw_balanced,bapr,Ant-v2,0,60,300,1499,True,23319.677,4158.457,27835.812,10.541,25.298,1.406,True,0:23666.0;1:24425.3;3:22794.7,3,22794.737,833.931,18403.350,28,2.0,2.2
paper_sens_v2_sw_balanced_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_balanced,bapr,HalfCheetah-v2,0,60,300,1499,True,8046.027,1580.814,8943.075,26.050,62.519,3.032,True,0:7153.1;1:8551.0;3:8331.8,0,7153.066,858.898,6659.857,27,2.0,2.1
paper_sens_v2_sw_qheavy_bapr_Ant_dw60_s0,paper_sens_v2_sw_qheavy,bapr,Ant-v2,0,60,300,1499,True,19467.434,4943.969,22270.451,10.684,25.641,1.423,True,0:17544.6;1:21046.2;3:19926.5,0,17544.623,1961.152,14461.374,28,3.0,6.2
paper_sens_v2_sw_qheavy_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_qheavy,bapr,HalfCheetah-v2,0,60,300,1499,True,11810.809,1889.865,14568.358,30.450,73.081,3.667,True,0:11933.0;1:12117.7;3:11652.1,3,11652.101,248.805,10396.646,27,2.0,2.1
paper_sens_v2_sw_reward_bapr_Ant_dw60_s0,paper_sens_v2_sw_reward,bapr,Ant-v2,0,60,300,1499,True,20308.998,5116.540,22729.190,8.597,20.632,1.703,True,0:19236.0;1:22199.2;3:20244.1,0,19235.995,1323.750,15070.460,28,3.0,9.5
paper_sens_v2_sw_reward_bapr_HalfCheetah_dw60_s0,paper_sens_v2_sw_reward,bapr,HalfCheetah-v2,0,60,300,1499,True,9967.478,443.827,11158.271,17.980,43.152,1.337,True,0:10128.0;1:9500.7;3:10035.7,1,9500.720,387.428,9371.162,27,2.0,2.2
